merchant_category,transaction_id,customer_id,payment_method,location,is_fraud,transaction_amount,timestamp
entertainment,TR05427,C2000,Credit Card,Portfillafurt,1,5.97,2025-05-29 07:15:33
grocery,TR71735,C5000,Credit Card,Newalillianab,1,6.17,2025-05-16 05:21:05
electronics,TR37391,C1200,Credit Card,Bertla,1,6.71,2025-05-02 17:21:34
electronics,TR42933,C3050,Credit Card,Newejeann,1,6.16,2025-07-03 15:14:47
electronics,TR88549,C7600,Credit Card,Wilto,1,6.64,2025-08-11 13:51:37
entertainment,TR52709,C8901,Credit Card,Ramonitav,1,5.09,2025-05-24 22:25:01
grocery,TR99274,C3400,Credit Card,Brandonmo,1,5.23,2025-05-25 14:57:39
entertainment,TR13969,C6148,Credit Card,Lakeomagnolia,1,5.19,2025-05-10 23:38:36
clothing,TR37818,C3003,Credit Card,Durg,1,5.66,2025-07-22 14:42:06
electronics,TR21719,C9940,Credit Card,Genabor,1,5.24,2025-03-17 15:03:01
entertainment,TR34457,C1403,Credit Card,Neww,1,5.47,2025-08-09 12:06:00
entertainment,TR82422,C4890,Credit Card,Luei,1,5.35,2025-06-09 09:46:20
entertainment,TR55013,C9008,Credit Card,Portx,1,5.33,2025-04-05 17:02:05
clothing,TR29673,C1009,Credit Card,Kemmerf,1,5.29,2025-03-08 04:05:53
entertainment,TR71782,C1750,Credit Card,Southjodi,1,6.0,2025-07-11 13:23:21
entertainment,TR83620,C9087,Credit Card,Gleas,1,5.73,2025-08-02 16:07:44
grocery,TR48878,C4093,Credit Card,Southdp,1,5.28,2025-04-02 23:11:35
grocery,TR60385,C8600,Credit Card,Eastri,1,5.7,2025-06-10 10:49:23
electronics,TR92158,C0400,Credit Card,Hayesviewueib,1,5.31,2025-04-28 05:26:40
electronics,TR19230,C7080,Credit Card,Flat,1,6.35,2025-03-12 14:00:23
clothing,TR49475,C7004,Credit Card,Portmst,1,5.74,2025-07-16 19:08:28
clothing,TR60096,C7700,Credit Card,South,1,6.51,2025-04-22 20:01:48
grocery,TR41482,C7235,Credit Card,Eastara,1,5.5,2025-08-11 20:51:31
entertainment,TR60299,C0050,Credit Card,South,1,6.01,2025-03-03 23:59:15
grocery,TR13982,C5090,Credit Card,Stanhaven,1,6.67,2025-05-15 19:36:22
clothing,TR54463,C7930,Credit Card,Shaunport,1,5.57,2025-06-09 00:26:55
electronics,TR58327,C7060,Credit Card,Portzrosemary,1,6.07,2025-02-26 04:55:10
clothing,TR07407,C9082,Credit Card,Corin,1,6.23,2025-07-05 14:37:07
electronics,TR97551,C8066,Credit Card,Newc,1,5.72,2025-03-04 13:49:28
grocery,TR66564,C7092,Credit Card,Portx,1,5.85,2025-03-21 12:20:52
entertainment,TR06498,C3000,Credit Card,North,1,5.64,2025-08-16 16:03:31
electronics,TR83796,C3003,Credit Card,Lakehop,1,5.59,2025-03-21 00:36:19
grocery,TR04518,C2000,Credit Card,Wiegand,1,6.5,2025-07-29 18:48:52
clothing,TR23819,C3028,Credit Card,Littelbur,1,5.12,2025-05-13 15:11:01
electronics,TR96166,C1902,Credit Card,Westqv,1,6.64,2025-04-19 07:54:45
electronics,TR89967,C3486,Credit Card,Treenahavenus,1,5.48,2025-05-13 12:24:24
electronics,TR51286,C2500,Credit Card,Portbkanishab,1,5.76,2025-08-05 13:31:09
grocery,TR28247,C9006,Credit Card,Southz,1,6.04,2025-02-23 20:51:42
clothing,TR71417,C5270,Credit Card,Zackmo,1,5.96,2025-08-18 00:57:03
electronics,TR90222,C5060,Credit Card,Eastcz,1,6.4,2025-03-06 04:25:32
entertainment,TR44616,C6905,Credit Card,Wests,1,6.47,2025-07-25 21:06:14
clothing,TR04003,C8000,Credit Card,Stev,1,6.27,2025-04-25 12:27:34
clothing,TR19720,C3000,Credit Card,Parismouthqif,1,6.54,2025-02-28 06:50:39
clothing,TR88903,C3200,Credit Card,Souths,1,5.11,2025-07-19 18:24:34
electronics,TR72716,C2060,Credit Card,Numberscheste,1,6.29,2025-03-23 18:56:53
clothing,TR68539,C0000,Credit Card,Lakehhiedista,1,5.42,2025-07-05 23:37:46
grocery,TR03902,C7037,Credit Card,Natosha,1,5.97,2025-02-25 00:27:41
electronics,TR36242,C6086,Credit Card,Northualo,1,6.25,2025-04-10 10:43:12
grocery,TR21241,C4005,Credit Card,Juanita,1,6.69,2025-03-26 19:37:40
electronics,TR29953,C3286,Credit Card,Patsi,1,5.09,2025-05-20 14:01:49
electronics,TR72754,C1143,Credit Card,Newcla,1,5.62,2025-07-03 19:57:42
grocery,TR97859,C6050,Credit Card,North,1,6.53,2025-03-13 18:21:49
clothing,TR06802,C5130,Credit Card,Schin,1,5.11,2025-02-24 13:17:06
entertainment,TR00760,C7040,Credit Card,Eastumi,1,6.4,2025-08-11 00:20:42
entertainment,TR31579,C3400,Credit Card,Paucekviewmsf,1,6.22,2025-06-10 16:17:05
electronics,TR32696,C3590,Credit Card,Marge,1,6.05,2025-07-02 21:50:12
grocery,TR69669,C0000,Credit Card,Wunsc,1,6.52,2025-03-22 22:58:55
grocery,TR61639,C0500,Credit Card,Sout,1,5.53,2025-03-04 07:02:48
electronics,TR19003,C2602,Credit Card,Newawa,1,5.98,2025-07-26 22:33:22
electronics,TR90050,C3000,Credit Card,Sout,1,6.15,2025-05-11 17:33:23
entertainment,TR89073,C2250,Credit Card,Newhandywetwu,1,5.43,2025-04-29 04:29:27
electronics,TR44361,C8047,Credit Card,Newxber,1,6.24,2025-03-11 16:03:20
electronics,TR88112,C6240,Credit Card,Newtguada,1,6.38,2025-08-13 22:15:08
electronics,TR19018,C4002,Credit Card,Jonathanporti,1,6.46,2025-08-11 20:12:53
entertainment,TR46902,C3070,Credit Card,Lake,1,5.84,2025-08-05 05:19:46
electronics,TR69877,C5396,Credit Card,Gusiko,1,6.29,2025-03-05 13:10:41
entertainment,TR64860,C7108,Credit Card,Eastv,1,6.02,2025-02-24 22:56:41
clothing,TR75638,C0000,Credit Card,Westojo,1,6.77,2025-06-24 20:09:57
clothing,TR90761,C8660,Credit Card,Russ,1,5.38,2025-05-18 01:15:41
electronics,TR68417,C0303,Credit Card,Northl,1,5.87,2025-03-07 11:07:29
electronics,TR87056,C2000,Credit Card,Sout,1,7.65,2025-04-24 22:28:35
entertainment,TR09941,C7977,Credit Card,Southupandora,1,8.17,2025-08-21 13:39:45
electronics,TR28213,C2091,Credit Card,Southrheather,1,7.54,2025-04-14 13:31:41
electronics,TR28084,C8550,Credit Card,Lakem,1,7.79,2025-08-20 07:35:09
entertainment,TR98838,C6000,Credit Card,Gilsh,1,7.96,2025-04-17 04:36:21
grocery,TR20593,C7880,Credit Card,Newba,1,6.77,2025-03-22 04:52:44
clothing,TR45623,C7660,Credit Card,Bobe,1,7.92,2025-05-08 13:55:12
clothing,TR96020,C0401,Credit Card,Northdchu,1,7.49,2025-08-18 20:22:33
clothing,TR50950,C6005,Credit Card,Coletow,1,7.11,2025-04-11 07:06:54
electronics,TR42668,C8080,Credit Card,Portski,1,7.62,2025-03-19 14:33:39
grocery,TR17240,C2030,Credit Card,Niko,1,8.1,2025-06-05 23:51:53
grocery,TR25154,C5066,Credit Card,Eastqkris,1,8.12,2025-03-11 15:44:14
entertainment,TR81861,C0805,Credit Card,Spinkaf,1,8.21,2025-03-26 21:20:51
grocery,TR26529,C2802,Credit Card,Lakei,1,7.83,2025-07-27 00:05:48
clothing,TR82594,C0009,Credit Card,Braunt,1,8.21,2025-08-13 01:06:00
entertainment,TR84253,C7227,Credit Card,Hetti,1,7.42,2025-03-09 07:28:08
entertainment,TR91410,C9023,Credit Card,Hahnvie,1,6.94,2025-04-11 06:03:24
entertainment,TR64351,C3006,Credit Card,Northm,1,7.33,2025-03-24 14:08:22
electronics,TR67672,C5367,Credit Card,Maynar,1,7.57,2025-08-02 13:19:02
clothing,TR09777,C6010,Credit Card,Osinskiburyoi,1,7.77,2025-08-16 14:37:33
electronics,TR14259,C0090,Credit Card,Alfo,1,8.09,2025-03-21 05:55:16
electronics,TR19676,C3000,Credit Card,Calv,1,7.14,2025-05-25 14:27:08
clothing,TR85207,C0060,Credit Card,Boyle,1,6.95,2025-03-09 11:05:32
clothing,TR70501,C0100,Credit Card,Westq,1,7.4,2025-05-21 08:26:22
electronics,TR05808,C9102,Credit Card,Hilp,1,8.34,2025-08-17 20:51:48
entertainment,TR76355,C9200,Credit Card,News,1,7.34,2025-05-08 23:07:14
grocery,TR12998,C8802,Credit Card,Westb,1,8.22,2025-08-16 12:08:22
grocery,TR99619,C9006,Credit Card,Cedr,1,6.97,2025-03-24 16:58:40
entertainment,TR60900,C3100,Credit Card,Vande,1,8.04,2025-04-24 00:51:02
grocery,TR32099,C6413,Credit Card,Kohlert,1,6.88,2025-07-28 05:30:42
entertainment,TR95185,C5098,Credit Card,Newwbu,1,7.4,2025-03-04 16:42:38
entertainment,TR10856,C6857,Credit Card,Kimberlieview,1,7.73,2025-03-16 11:16:03
grocery,TR18516,C3071,Credit Card,Northwe,1,7.41,2025-02-24 23:49:09
entertainment,TR31343,C0000,Credit Card,Newxel,1,7.93,2025-06-15 07:10:09
clothing,TR67958,C4900,Credit Card,Miquelb,1,7.22,2025-08-12 09:30:41
grocery,TR39892,C2045,Credit Card,Westn,1,7.96,2025-03-23 06:01:15
clothing,TR27554,C8008,Credit Card,Marce,1,7.87,2025-07-11 06:10:18
clothing,TR14860,C6600,Credit Card,Jesuspo,1,7.94,2025-07-25 01:29:41
entertainment,TR34950,C8003,Credit Card,Braun,1,7.35,2025-03-01 21:06:43
clothing,TR92598,C9400,Credit Card,Lakem,1,7.43,2025-07-08 18:29:26
grocery,TR71498,C0005,Credit Card,Windle,1,8.1,2025-03-29 13:01:02
entertainment,TR10237,C4020,Credit Card,Trud,1,7.43,2025-06-16 04:18:04
clothing,TR60170,C9230,Credit Card,Donni,1,8.28,2025-08-15 09:58:35
grocery,TR56324,C8507,Credit Card,Marcellusburg,1,7.4,2025-05-16 15:52:29
entertainment,TR88145,C9094,Credit Card,Heidenreichch,1,7.1,2025-05-18 17:41:19
grocery,TR19932,C9008,Credit Card,Westr,1,8.02,2025-07-04 09:49:24
clothing,TR48519,C6050,Credit Card,Newkc,1,7.88,2025-03-24 13:00:16
entertainment,TR22639,C3867,Credit Card,Nort,1,7.92,2025-08-19 07:01:40
entertainment,TR99952,C4050,Credit Card,Port,1,7.72,2025-07-20 07:23:49
clothing,TR14037,C8051,Credit Card,Southimar,1,7.64,2025-03-23 03:03:26
entertainment,TR73560,C8040,Credit Card,Frami,1,7.98,2025-06-07 02:05:39
entertainment,TR39639,C3000,Credit Card,Westam,1,7.68,2025-04-25 20:23:28
grocery,TR19335,C1008,Credit Card,Considineboro,1,6.78,2025-08-19 09:16:58
grocery,TR18443,C6276,Credit Card,Annato,1,7.75,2025-07-20 09:25:22
grocery,TR70799,C5404,Credit Card,Rileystad,1,7.58,2025-06-16 18:26:34
clothing,TR96093,C1100,Credit Card,Reinal,1,7.58,2025-06-18 15:51:31
entertainment,TR70819,C8060,Credit Card,Portxchonguju,1,6.91,2025-07-04 19:20:47
entertainment,TR50482,C1600,Credit Card,Klei,1,7.94,2025-07-01 16:44:34
clothing,TR47096,C6007,Credit Card,Strack,1,7.03,2025-04-21 04:53:03
electronics,TR52326,C6000,Credit Card,Joselynfo,1,6.78,2025-07-31 18:36:24
electronics,TR38777,C9600,Credit Card,Southj,1,7.01,2025-03-18 18:40:12
electronics,TR57619,C6000,Credit Card,Morrischester,1,7.31,2025-06-27 02:36:53
entertainment,TR11385,C8500,Credit Card,Portdsylveste,1,8.38,2025-05-18 05:46:54
electronics,TR21350,C9980,Credit Card,Johnsfo,1,7.11,2025-03-24 02:27:31
grocery,TR85065,C1026,Credit Card,Jerrim,1,7.13,2025-06-08 15:56:20
entertainment,TR81211,C2000,Credit Card,East,1,8.02,2025-06-27 10:29:20
entertainment,TR27533,C8000,Credit Card,Jamarl,1,8.09,2025-05-04 06:20:59
clothing,TR07807,C4498,Credit Card,Bedn,1,7.32,2025-05-23 05:30:39
entertainment,TR87568,C5002,Credit Card,Altenwe,1,8.17,2025-07-12 11:16:11
entertainment,TR89513,C1202,Credit Card,Stehrmouthhqd,1,7.33,2025-03-07 13:36:05
electronics,TR93035,C5000,Credit Card,Newq,1,8.3,2025-08-19 13:12:34
grocery,TR46514,C9872,Credit Card,Bosc,1,8.09,2025-03-24 07:12:07
grocery,TR01918,C2200,Credit Card,Whitne,1,7.8,2025-03-02 09:55:41
entertainment,TR72241,C6020,Credit Card,Southpe,1,8.12,2025-04-06 05:01:47
grocery,TR16986,C9000,Credit Card,Koel,1,7.01,2025-04-13 14:00:03
clothing,TR33302,C3010,Credit Card,South,1,7.71,2025-07-19 23:57:59
electronics,TR77037,C0023,Credit Card,Boylesidervxs,1,7.81,2025-07-06 06:36:09
electronics,TR91751,C2400,Credit Card,Shanahanmouth,1,8.01,2025-06-26 05:23:45
grocery,TR18078,C2660,Credit Card,Westib,1,7.28,2025-04-16 01:23:43
clothing,TR42733,C1006,Credit Card,Northm,1,7.32,2025-04-29 00:45:35
electronics,TR93646,C0000,Credit Card,Sipesf,1,7.79,2025-08-07 18:48:13
entertainment,TR65699,C8512,Credit Card,Portnvernonbo,1,8.08,2025-07-01 23:09:52
entertainment,TR04550,C1000,Credit Card,Kulas,1,7.64,2025-03-24 18:28:24
entertainment,TR40782,C6967,Credit Card,Eastjlinc,1,8.39,2025-07-08 05:26:01
entertainment,TR01600,C7800,Credit Card,Opconn,1,7.8,2025-04-11 09:37:51
electronics,TR89487,C8020,Credit Card,Star,1,7.25,2025-08-02 13:36:37
entertainment,TR55457,C5050,Credit Card,Schae,1,7.16,2025-06-05 06:41:59
grocery,TR04995,C3001,Credit Card,Porti,1,7.46,2025-06-16 22:31:51
clothing,TR73507,C5408,Credit Card,Eastfj,1,7.34,2025-03-01 08:32:01
grocery,TR37493,C0010,Credit Card,Eastcadriandp,1,6.78,2025-06-15 07:58:19
grocery,TR91611,C1523,Credit Card,Westkvalentin,1,7.83,2025-05-20 15:05:27
electronics,TR24996,C2003,Credit Card,Erdma,1,7.62,2025-08-06 22:22:46
clothing,TR87567,C5000,Credit Card,Portgle,1,7.45,2025-06-04 10:51:14
grocery,TR68788,C1002,Credit Card,Northi,1,7.12,2025-04-28 23:04:03
electronics,TR53024,C4503,Credit Card,Hamme,1,7.88,2025-07-25 09:29:50
clothing,TR29104,C2079,Credit Card,East,1,7.58,2025-03-05 00:06:49
grocery,TR58320,C2510,Credit Card,Brakuss,1,7.42,2025-06-01 15:57:28
grocery,TR98029,C9510,Credit Card,Portk,1,6.78,2025-04-25 22:15:27
electronics,TR93121,C2000,Credit Card,Northxs,1,8.2,2025-08-08 17:43:42
entertainment,TR34270,C6437,Credit Card,Northo,1,8.16,2025-03-18 15:29:02
electronics,TR66865,C3032,Credit Card,Fermin,1,8.18,2025-04-20 06:24:24
grocery,TR20597,C4007,Credit Card,Newyluischest,1,7.04,2025-07-28 16:04:30
entertainment,TR31970,C7012,Credit Card,Horaciolandxx,1,7.59,2025-08-21 05:46:44
grocery,TR16243,C0512,Credit Card,Friesen,1,8.34,2025-07-04 23:47:23
electronics,TR32399,C4000,Credit Card,Port,1,8.13,2025-03-07 10:05:43
grocery,TR32171,C4000,Credit Card,Southas,1,7.73,2025-03-20 18:59:24
grocery,TR88489,C2500,Credit Card,Portp,1,7.69,2025-07-20 02:16:08
grocery,TR12352,C4000,Credit Card,Cedric,1,8.01,2025-08-12 05:08:11
entertainment,TR67502,C3080,Credit Card,Huds,1,7.73,2025-07-18 17:52:38
grocery,TR16139,C8421,Credit Card,North,1,7.12,2025-08-12 10:21:54
entertainment,TR99450,C7907,Credit Card,Southls,1,8.19,2025-03-28 02:22:50
electronics,TR04293,C3000,Credit Card,West,1,7.23,2025-03-10 05:19:01
entertainment,TR71219,C0000,Credit Card,Westbedwa,1,8.17,2025-05-14 16:43:52
grocery,TR14444,C7000,Credit Card,Portytr,1,7.14,2025-03-17 22:03:07
grocery,TR51847,C6601,Credit Card,Westste,1,7.01,2025-08-08 17:09:13
grocery,TR19687,C1200,Credit Card,Portlcherysid,1,8.1,2025-04-09 03:53:51
electronics,TR01822,C2000,Credit Card,Maria,1,8.18,2025-06-29 00:31:51
entertainment,TR86995,C2774,Credit Card,Mulle,1,8.19,2025-03-21 10:23:09
entertainment,TR46099,C5667,Credit Card,Prohask,1,8.26,2025-07-06 19:27:21
clothing,TR70949,C2510,Credit Card,Haag,1,6.87,2025-04-15 02:54:52
clothing,TR29864,C1000,Credit Card,Danielbur,1,8.2,2025-03-09 23:06:22
clothing,TR25808,C1000,Credit Card,Lakele,1,7.97,2025-03-21 14:19:50
grocery,TR96020,C5032,Credit Card,Oberbrunn,1,8.1,2025-06-16 09:45:30
grocery,TR46536,C0503,Credit Card,Westc,1,8.26,2025-08-02 16:53:58
grocery,TR61383,C7300,Credit Card,Southoblakerd,1,7.93,2025-03-24 08:52:51
grocery,TR38954,C1078,Credit Card,Hyma,1,8.32,2025-08-08 16:37:54
clothing,TR24886,C1250,Credit Card,Ashlysideutby,1,7.01,2025-03-11 03:11:39
clothing,TR54741,C1800,Credit Card,Newyjer,1,7.38,2025-07-11 19:20:10
entertainment,TR78079,C7833,Credit Card,Lakewbo,1,6.99,2025-05-25 14:23:17
clothing,TR68177,C3200,Credit Card,Deli,1,7.72,2025-08-14 00:00:57
clothing,TR90455,C4900,Credit Card,Port,1,7.99,2025-07-15 07:47:03
electronics,TR04456,C3407,Credit Card,Lakez,1,7.21,2025-03-10 14:53:08
grocery,TR18782,C0000,Credit Card,Gerardmouthqv,1,7.25,2025-06-25 17:05:20
clothing,TR88797,C9620,Credit Card,Bauchfo,1,7.27,2025-05-10 20:35:32
clothing,TR85272,C2438,Credit Card,Lakeeme,1,7.23,2025-08-03 15:57:12
entertainment,TR66211,C0000,Credit Card,Auerto,1,8.95,2025-03-30 09:48:13
clothing,TR23427,C0108,Credit Card,Westz,1,8.67,2025-08-04 19:37:09
clothing,TR32292,C4610,Credit Card,Kertz,1,8.88,2025-02-27 14:50:32
entertainment,TR75717,C4000,Credit Card,Grahamb,1,8.87,2025-05-21 15:27:48
clothing,TR32163,C8570,Credit Card,East,1,8.4,2025-05-03 13:01:48
electronics,TR34752,C6600,Credit Card,Irwinbu,1,8.77,2025-03-07 21:46:31
clothing,TR91700,C3060,Credit Card,Lakezgius,1,8.69,2025-05-08 10:31:51
clothing,TR70641,C3035,Credit Card,Christoperpor,1,8.97,2025-03-22 16:54:46
clothing,TR88514,C3400,Credit Card,Newqmatthkfrk,1,9.08,2025-02-28 12:08:22
grocery,TR23730,C1060,Credit Card,Enriquest,1,8.41,2025-05-18 14:30:57
entertainment,TR45054,C2005,Credit Card,Eastckr,1,8.91,2025-06-01 19:56:53
clothing,TR08244,C3480,Credit Card,Newkber,1,8.65,2025-07-14 18:34:16
entertainment,TR95747,C3100,Credit Card,Lakehmarinach,1,8.77,2025-02-26 14:17:26
entertainment,TR18408,C6808,Credit Card,Onkonshir,1,8.59,2025-05-17 20:37:21
clothing,TR14908,C0005,Credit Card,Noeche,1,8.63,2025-04-17 10:00:09
clothing,TR46631,C3000,Credit Card,Westh,1,9.01,2025-06-18 03:25:50
clothing,TR41017,C8050,Credit Card,Newrsheilafur,1,8.5,2025-03-20 06:27:08
clothing,TR33574,C8200,Credit Card,Willi,1,8.86,2025-05-26 02:09:07
clothing,TR61699,C6020,Credit Card,Lakeylain,1,8.71,2025-02-25 12:40:02
electronics,TR34569,C4084,Credit Card,Newwse,1,9.04,2025-03-30 16:16:18
electronics,TR81203,C3010,Credit Card,Portwm,1,8.5,2025-05-02 12:37:37
grocery,TR66656,C3900,Credit Card,Ziemannhavenr,1,8.85,2025-04-22 20:48:07
electronics,TR76239,C9200,Credit Card,Nort,1,8.82,2025-06-01 10:06:29
clothing,TR17657,C2000,Credit Card,Nort,1,8.87,2025-04-05 13:44:38
clothing,TR56439,C2209,Credit Card,East,1,8.42,2025-06-21 20:30:54
clothing,TR69046,C0000,Credit Card,Westirudo,1,8.51,2025-04-25 02:58:19
clothing,TR39451,C9000,Credit Card,Laked,1,8.91,2025-07-08 19:09:28
entertainment,TR61219,C2100,Credit Card,Eastwch,1,8.69,2025-04-15 00:32:30
electronics,TR54070,C5059,Credit Card,Lakezk,1,8.46,2025-06-06 15:27:57
electronics,TR52643,C3000,Credit Card,Torph,1,8.84,2025-07-12 22:39:32
electronics,TR64833,C6100,Credit Card,Newnsy,1,8.8,2025-07-07 18:17:38
grocery,TR79337,C7521,Credit Card,Newtsunny,1,8.56,2025-07-15 11:15:27
entertainment,TR51853,C3000,Credit Card,Bart,1,8.46,2025-05-07 07:09:00
entertainment,TR90822,C5000,Credit Card,South,1,8.68,2025-08-08 21:10:51
grocery,TR30084,C4000,Credit Card,Kessl,1,8.97,2025-05-17 10:17:55
clothing,TR96408,C6031,Credit Card,Lakeamarg,1,9.0,2025-04-08 09:08:21
electronics,TR99693,C3960,Credit Card,Lukebur,1,9.03,2025-05-08 08:23:56
entertainment,TR04345,C7070,Credit Card,Jesusfortcgxh,1,8.92,2025-06-26 02:56:00
entertainment,TR35571,C0090,Credit Card,Kingshire,1,9.06,2025-07-11 04:12:39
entertainment,TR06698,C9126,Credit Card,Russell,1,8.65,2025-07-26 04:52:35
grocery,TR87128,C3508,Credit Card,North,1,8.85,2025-03-14 23:05:50
electronics,TR61405,C3000,Credit Card,Keva,1,8.88,2025-08-05 03:47:14
grocery,TR32750,C8000,Credit Card,Portig,1,8.87,2025-05-14 20:41:37
grocery,TR44036,C8001,Credit Card,Newbike,1,8.82,2025-03-07 06:24:23
entertainment,TR42769,C4080,Credit Card,Newbje,1,8.65,2025-05-27 15:40:27
grocery,TR35472,C0400,Credit Card,Westgbr,1,9.21,2025-05-28 07:42:31
entertainment,TR01294,C8308,Credit Card,Pollichburghi,1,9.2,2025-08-15 12:27:49
electronics,TR98711,C5050,Credit Card,Cumme,1,9.25,2025-05-19 08:54:33
electronics,TR40611,C1000,Credit Card,Jonath,1,9.26,2025-04-09 19:24:39
grocery,TR76261,C9690,Credit Card,South,1,9.28,2025-07-09 06:50:48
entertainment,TR39352,C1000,Credit Card,Westpmurr,1,9.35,2025-05-18 01:51:11
grocery,TR87905,C7060,Credit Card,Murazikfo,1,9.18,2025-05-19 07:37:46
grocery,TR21319,C9192,Credit Card,Port,1,9.31,2025-04-12 08:15:26
grocery,TR24191,C1600,Credit Card,West,1,9.17,2025-08-01 12:02:16
entertainment,TR38892,C6000,Credit Card,Eastpmilf,1,9.35,2025-05-14 22:42:23
electronics,TR07270,C2060,Credit Card,Sout,1,9.25,2025-07-25 16:51:30
electronics,TR25474,C5098,Credit Card,Herzo,1,9.25,2025-05-03 04:32:43
grocery,TR71949,C0000,Credit Card,Westqfran,1,9.28,2025-07-08 01:10:02
entertainment,TR96785,C2038,Credit Card,Sheri,1,9.29,2025-04-24 20:02:12
clothing,TR56909,C6000,Credit Card,Franci,1,9.27,2025-02-24 12:54:29
electronics,TR17867,C9090,Credit Card,Lakeuan,1,9.15,2025-05-28 21:06:10
clothing,TR76593,C3089,Credit Card,Jakub,1,9.32,2025-07-31 04:15:30
grocery,TR59734,C4669,Credit Card,Westtc,1,9.3,2025-07-20 09:52:05
electronics,TR73888,C6490,Credit Card,Portej,1,9.16,2025-08-16 05:49:44
grocery,TR73506,C7029,Credit Card,Eastnchesterp,1,9.21,2025-03-12 19:46:02
grocery,TR23883,C1820,Credit Card,Westnlulu,1,9.22,2025-03-07 18:46:17
grocery,TR34778,C0098,Credit Card,Lupi,1,9.31,2025-05-11 20:42:27
clothing,TR23020,C1596,Credit Card,Portrtonishax,1,9.21,2025-07-04 16:15:04
clothing,TR31707,C8002,Credit Card,Langwor,1,9.22,2025-07-04 16:58:14
electronics,TR55463,C4144,Credit Card,Sherman,1,9.3,2025-02-28 19:59:39
electronics,TR90745,C2100,Credit Card,Willt,1,9.14,2025-07-16 18:35:21
clothing,TR12328,C0990,Credit Card,Fannyhavenzlj,1,9.13,2025-07-01 03:45:47
clothing,TR70612,C5000,Credit Card,Westvlestercd,1,9.21,2025-05-16 08:54:59
clothing,TR69649,C3300,Credit Card,West,1,9.27,2025-04-03 22:43:05
electronics,TR28465,C5005,Credit Card,Laceyb,1,9.35,2025-06-24 00:39:32
clothing,TR21535,C2105,Credit Card,Harr,1,9.21,2025-05-08 19:19:53
clothing,TR50161,C3772,Credit Card,Portptyis,1,9.2,2025-08-02 07:24:01
grocery,TR40259,C5423,Credit Card,Kirlin,1,9.32,2025-04-26 07:47:54
clothing,TR22122,C2390,Credit Card,Trinash,1,9.32,2025-06-04 07:57:44
grocery,TR84492,C5200,Credit Card,Mccull,1,9.16,2025-04-23 08:01:22
clothing,TR54458,C7102,Credit Card,Herlin,1,9.19,2025-03-05 00:30:15
entertainment,TR64820,C0008,Credit Card,Magg,1,9.43,2025-03-17 12:59:45
electronics,TR86889,C2200,Credit Card,Isidrolandhgj,1,9.38,2025-05-06 20:39:45
clothing,TR36566,C1080,Credit Card,Eastschri,1,9.4,2025-03-22 00:46:06
grocery,TR68857,C7048,Credit Card,Bernh,1,9.45,2025-07-04 22:15:34
electronics,TR54624,C5008,Credit Card,Newm,1,9.41,2025-03-11 16:21:56
entertainment,TR94256,C6040,Credit Card,Soleda,1,9.37,2025-04-06 01:47:10
grocery,TR45574,C1516,Credit Card,Rathmouthzaom,1,9.4,2025-08-04 05:33:12
entertainment,TR57188,C6204,Credit Card,Lakeys,1,9.4,2025-04-22 16:09:23
clothing,TR63030,C5500,Credit Card,Northj,1,9.43,2025-03-19 19:22:08
entertainment,TR47010,C6090,Credit Card,Beaumo,1,9.49,2025-07-21 15:46:19
grocery,TR63180,C0919,Credit Card,Melis,1,9.54,2025-04-11 19:02:16
entertainment,TR01221,C9496,Credit Card,West,1,9.53,2025-08-17 21:50:27
clothing,TR48046,C2033,Credit Card,Nitzschefortl,1,9.49,2025-06-19 23:35:20
entertainment,TR70045,C9004,Credit Card,Okunevala,1,9.51,2025-06-01 10:54:52
electronics,TR17989,C9100,Credit Card,Lakep,1,9.5,2025-04-07 05:18:12
grocery,TR35748,C0302,Credit Card,Murrayfor,1,9.49,2025-04-23 22:30:20
entertainment,TR88184,C9303,Credit Card,Eastp,1,9.52,2025-02-28 16:23:52
grocery,TR71518,C6301,Credit Card,Northbfrankie,1,9.52,2025-08-15 08:07:35
grocery,TR24429,C3009,Credit Card,Bradtketonbvz,1,9.75,2025-05-11 05:38:18
entertainment,TR78773,C8000,Credit Card,Sout,1,9.79,2025-08-09 01:46:09
entertainment,TR81235,C1500,Credit Card,Deli,1,9.73,2025-07-29 12:37:36
clothing,TR20148,C1014,Credit Card,Ozell,1,9.66,2025-05-28 08:33:28
grocery,TR06047,C2506,Credit Card,Newrfr,1,9.64,2025-07-06 07:47:13
entertainment,TR34099,C6025,Credit Card,Ashl,1,9.76,2025-08-15 02:01:26
grocery,TR42304,C1005,Credit Card,Laquit,1,9.75,2025-06-12 03:37:56
clothing,TR73975,C1002,Credit Card,Sout,1,9.73,2025-06-13 23:12:11
clothing,TR97495,C3020,Credit Card,Nubi,1,9.6,2025-05-27 15:59:04
grocery,TR54173,C6000,Credit Card,Northn,1,9.7,2025-03-04 12:22:11
grocery,TR10266,C5060,Credit Card,Eastns,1,9.58,2025-03-05 12:01:31
entertainment,TR16009,C7683,Credit Card,Aronviewyacga,1,9.81,2025-06-01 07:35:16
electronics,TR07221,C1009,Credit Card,Westf,1,9.74,2025-07-27 21:54:08
grocery,TR11065,C8030,Credit Card,Lake,1,9.61,2025-03-23 20:38:04
entertainment,TR24296,C2001,Credit Card,Southtsaturni,1,9.71,2025-08-14 18:51:02
