id,from_account_id,to_account_id,amount,transaction_type,status,description,created_at,updated_at
100500,100500,100500,9814.12,debit,complete,"It is the east, and ",2006-02-05 07:07:50,2012-09-10 20:18:25
100501,100501,100501,5775.62,debit,incomplete,I will speak daggers,2010-04-01 01:55:29,2005-06-11 10:50:35
100502,100502,100502,9443.81,credit,incomplete,It seems she hangs u,2011-08-15 04:20:58,2009-10-02 20:25:46
100503,100503,100503,630.95,refund,complete,"So wise so young, th",2024-01-19 23:29:37,2020-12-31 21:44:14
100504,100504,100504,843.93,refund,incomplete,That it should come ,2021-12-09 01:37:53,2012-09-24 22:52:44
100505,100505,100505,7305.87,debit,incomplete,It seems she hangs u,2016-11-11 23:02:01,2016-08-31 17:27:32
100506,100506,100506,3664.38,debit,complete,It seems she hangs u,2007-12-03 23:12:53,2007-09-25 02:11:42
100507,100507,100507,8036.78,credit,incomplete,Doubt that the sun d,2003-08-26 12:09:31,2008-06-20 18:00:36
100508,100508,100508,2546.12,debit,incomplete,Do you think I am ea,2002-05-16 08:20:12,2019-07-24 08:12:38
100509,100509,100509,8354.62,refund,complete,In my mind's eye.,2002-09-03 00:41:11,2024-04-06 17:52:50
100510,100510,100510,9360.49,debit,incomplete,All the world 's a s,2006-02-13 12:24:42,2015-04-02 04:48:53
100511,100511,100511,5401.81,debit,incomplete,Conscience is but a ,2024-11-15 07:23:51,2008-04-17 14:10:27
100512,100512,100512,3125.96,refund,complete,The lady doth protes,2005-11-21 06:46:48,2007-05-19 12:55:19
100513,100513,100513,9974.16,credit,complete,"Good Night, Good nig",2017-05-06 22:00:01,2020-04-21 02:24:10
100514,100514,100514,8202.18,debit,complete,It seems she hangs u,2021-03-26 23:46:07,2004-06-19 15:21:22
100515,100515,100515,6280.12,refund,complete,Neither a borrower n,2014-12-06 12:59:21,2019-08-21 07:02:23
100516,100516,100516,4764.68,debit,incomplete,The play 's the thin,2009-05-23 13:41:57,2015-12-18 18:10:32
100517,100517,100517,2546.26,credit,complete,It seems she hangs u,2006-09-02 22:17:53,2018-05-02 16:24:34
100518,100518,100518,5670.64,refund,complete,"When sorrows come, t",2014-06-29 00:57:57,2000-11-19 22:41:12
100519,100519,100519,2792.48,debit,incomplete,Now is the winter of,2020-09-18 22:27:39,2017-05-10 05:20:58
100520,100520,100520,6508.44,refund,incomplete,The fool doth think ,2002-08-07 08:46:28,2004-12-05 11:54:32
100521,100521,100521,6611.57,credit,incomplete,The king's name is a,2019-03-13 19:09:45,2016-04-10 12:14:09
100522,100522,100522,8154.30,refund,incomplete,All the world 's a s,2015-05-04 11:42:18,2009-08-20 06:12:12
100523,100523,100523,8532.02,debit,incomplete,"See, how she leans h",2006-07-03 12:41:50,2021-05-22 09:47:16
100524,100524,100524,4720.75,credit,complete,I like this place an,2012-02-10 08:09:06,2003-06-29 00:03:59
100525,100525,100525,592.71,debit,incomplete,Tempt not a desperat,2023-11-26 20:54:59,2018-03-09 23:27:02
100526,100526,100526,1962.89,credit,complete,"And it must follow, ",2023-01-31 19:51:04,2015-07-27 08:52:37
100527,100527,100527,2841.34,credit,incomplete,A horse! a horse! my,2019-06-02 16:19:48,2025-07-07 10:40:25
100528,100528,100528,8501.15,debit,complete,This above all: to t,2009-08-13 00:24:45,2021-07-07 15:15:50
100529,100529,100529,3470.59,refund,incomplete,The world is grown s,2003-10-31 13:16:56,2014-07-14 11:04:43
100530,100530,100530,2526.34,credit,incomplete,"Good Night, Good nig",2010-12-26 22:34:56,2004-08-24 02:34:42
100531,100531,100531,7767.57,refund,incomplete,An honest tale speed,2022-07-01 14:46:34,2007-12-26 09:24:58
100532,100532,100532,1779.48,credit,complete,Can one desire too m,2015-12-18 20:12:42,2018-03-01 17:40:55
100533,100533,100533,7670.49,debit,incomplete,The world is grown s,2013-06-05 02:58:03,2017-12-31 21:32:56
100534,100534,100534,2758.32,credit,incomplete,Off with his head!,2005-04-18 13:52:49,2017-08-27 21:28:22
100535,100535,100535,8855.34,credit,incomplete,The king's name is a,2015-01-07 22:25:53,2022-09-14 13:58:37
100536,100536,100536,3413.91,debit,complete,"And it must follow, ",2018-01-07 10:47:20,2004-09-23 21:36:56
100537,100537,100537,2424.44,credit,incomplete,O! she doth teach th,2010-11-01 18:01:26,2017-12-27 04:02:19
100538,100538,100538,589.68,credit,complete,Though this be madne,2008-10-05 17:26:56,2004-06-22 11:29:14
100539,100539,100539,3603.61,refund,incomplete,Wisely and slow; the,2014-04-25 06:44:00,2006-12-24 14:40:15
100540,100540,100540,1553.09,debit,complete,O! she doth teach th,2016-01-13 20:13:54,2001-10-08 16:01:09
100541,100541,100541,698.50,credit,complete,There is nothing eit,2011-11-27 04:29:25,2010-01-12 06:26:23
100542,100542,100542,7014.85,refund,complete,Brevity is the soul ,2013-02-11 02:42:01,2022-02-12 17:25:06
100543,100543,100543,6890.91,debit,complete,An honest tale speed,2003-10-09 07:20:16,2002-06-12 15:20:23
100544,100544,100544,8766.52,credit,incomplete,I like this place an,2005-09-06 08:06:01,2004-01-27 09:38:15
100545,100545,100545,3408.33,credit,incomplete,The lady doth protes,2024-03-06 03:22:33,2023-10-07 18:36:07
100546,100546,100546,7644.54,debit,incomplete,Rich gifts wax poor ,2025-04-13 15:41:29,2015-08-24 21:01:48
100547,100547,100547,964.49,refund,incomplete,In my mind's eye.,2014-05-10 03:33:37,2021-07-22 09:14:37
100548,100548,100548,3.90,credit,complete,O! she doth teach th,2002-03-04 02:45:33,2022-07-08 01:47:47
100549,100549,100549,3094.01,refund,incomplete,This above all: to t,2003-10-09 06:29:52,2025-06-21 21:02:48
100550,100550,100550,2721.30,debit,incomplete,The world is grown s,2005-09-30 02:34:37,2017-04-28 14:08:11
100551,100551,100551,8692.39,credit,incomplete,Off with his head!,2015-11-25 05:28:57,2003-07-30 06:55:48
100552,100552,100552,6313.60,debit,incomplete,A horse! a horse! my,2011-09-21 15:32:52,2013-08-01 13:59:36
100553,100553,100553,5484.24,credit,incomplete,All the world 's a s,2007-02-02 20:13:13,2007-11-03 16:19:34
100554,100554,100554,2829.57,credit,complete,"See, how she leans h",2000-12-01 17:56:34,2018-02-10 03:22:46
100555,100555,100555,2693.61,debit,complete,The play 's the thin,2002-10-29 11:15:15,2007-01-19 05:40:05
100556,100556,100556,3431.83,credit,complete,"Good Night, Good nig",2023-12-03 18:23:46,2015-08-15 06:28:46
100557,100557,100557,1453.00,credit,incomplete,The world is grown s,2023-03-08 04:53:35,2003-07-31 12:33:03
100558,100558,100558,119.85,debit,complete,The fool doth think ,2019-09-03 02:35:26,2020-06-02 09:55:43
100559,100559,100559,9689.70,debit,incomplete,Tempt not a desperat,2016-02-07 23:45:27,2007-07-31 23:13:45
100560,100560,100560,5848.23,refund,complete,For ever and a day.,2009-01-06 17:21:09,2008-05-16 03:58:13
100561,100561,100561,3755.99,refund,complete,O! she doth teach th,2020-04-16 03:46:10,2016-04-14 15:38:04
100562,100562,100562,7767.09,refund,complete,The king's name is a,2010-11-07 05:59:51,2004-03-16 12:59:10
100563,100563,100563,8962.63,refund,complete,Can one desire too m,2018-05-12 21:42:27,2002-04-15 09:14:31
100564,100564,100564,3760.39,debit,incomplete,For you and I are pa,2012-06-24 18:23:34,2007-04-23 04:40:28
100565,100565,100565,2631.59,refund,complete,A horse! a horse! my,2024-09-29 09:07:40,2023-05-03 10:49:21
100566,100566,100566,3596.17,debit,complete,The play 's the thin,2020-09-27 15:31:50,2010-04-29 20:29:23
100567,100567,100567,6156.81,refund,complete,An honest tale speed,2009-03-31 15:53:06,2006-09-13 10:38:48
100568,100568,100568,2448.73,credit,complete,All the world 's a s,2008-08-04 15:19:13,2005-10-11 00:01:01
100569,100569,100569,1861.13,refund,incomplete,"To be, or not to be:",2018-11-26 07:58:48,2019-10-22 10:24:02
100570,100570,100570,7332.84,refund,incomplete,"Good Night, Good nig",2007-07-09 06:35:03,2009-07-23 21:08:45
100571,100571,100571,8829.55,refund,incomplete,Wisely and slow; the,2014-10-25 19:00:40,2006-06-23 05:39:36
100572,100572,100572,1035.13,credit,complete,There is nothing eit,2019-09-20 16:48:42,2011-09-09 02:47:23
100573,100573,100573,2204.94,debit,complete,Neither a borrower n,2016-07-12 20:46:06,2011-04-25 11:45:15
100574,100574,100574,4776.21,refund,complete,"O Romeo, Romeo! wher",2023-12-14 12:04:42,2003-01-10 06:16:22
100575,100575,100575,8132.46,debit,incomplete,The fool doth think ,2008-06-27 21:33:05,2016-11-26 18:23:43
100576,100576,100576,332.40,debit,complete,Tempt not a desperat,2005-11-02 12:59:48,2016-03-29 06:38:28
100577,100577,100577,2266.09,debit,incomplete,For you and I are pa,2019-02-27 09:12:19,2025-07-13 11:06:42
100578,100578,100578,6339.55,credit,complete,"To be, or not to be:",2017-08-29 00:42:14,2012-08-13 04:51:29
100579,100579,100579,1797.52,credit,incomplete,I will speak daggers,2011-09-21 12:29:47,2023-04-18 18:44:52
100580,100580,100580,7548.76,debit,complete,Tempt not a desperat,2009-07-03 23:29:10,2005-02-25 15:42:07
100581,100581,100581,7780.36,refund,complete,"Good Night, Good nig",2021-08-07 16:25:20,2011-04-16 19:55:12
100582,100582,100582,1868.70,credit,complete,The king's name is a,2003-02-06 08:48:41,2023-10-01 11:35:50
100583,100583,100583,7204.90,debit,complete,Can one desire too m,2017-03-08 19:26:27,2013-07-03 04:36:00
100584,100584,100584,8980.39,debit,complete,True is it that we h,2015-07-24 12:47:30,2006-04-12 02:04:02
100585,100585,100585,9091.29,credit,complete,I like this place an,2022-08-17 11:29:20,2005-01-30 06:10:26
100586,100586,100586,8423.16,debit,incomplete,The king's name is a,2023-07-11 10:51:17,2020-07-23 08:39:58
100587,100587,100587,9725.80,credit,incomplete,Off with his head!,2016-12-17 18:46:20,2000-12-06 08:37:05
100588,100588,100588,506.80,debit,complete,"When sorrows come, t",2004-05-22 10:38:13,2002-02-17 09:35:40
100589,100589,100589,3141.04,refund,incomplete,I like this place an,2019-10-19 03:36:11,2013-07-13 18:59:35
100590,100590,100590,2792.45,credit,complete,"It is the east, and ",2010-09-19 00:08:13,2021-07-31 13:13:57
100591,100591,100591,761.94,refund,incomplete,What's in a name? Th,2025-05-08 04:44:56,2001-09-04 10:12:01
100592,100592,100592,9697.83,credit,complete,Rich gifts wax poor ,2020-05-14 08:18:19,2011-04-10 15:47:58
100593,100593,100593,692.72,debit,incomplete,Off with his head!,2006-04-16 06:11:04,2008-09-05 14:55:11
100594,100594,100594,5920.97,refund,incomplete,O! she doth teach th,2001-12-29 23:01:09,2017-11-28 18:16:30
100595,100595,100595,1944.40,credit,complete,"To be, or not to be:",2008-06-26 06:18:32,2010-12-16 13:51:13
100596,100596,100596,2648.06,credit,incomplete,The fool doth think ,2013-04-04 08:32:50,2022-07-07 02:49:00
100597,100597,100597,1697.11,debit,incomplete,Brevity is the soul ,2015-08-25 09:56:51,2019-01-08 07:04:24
100598,100598,100598,2127.48,debit,incomplete,Not stepping o'er th,2015-12-13 17:29:28,2007-02-20 03:21:18
100599,100599,100599,6808.10,debit,incomplete,Now is the winter of,2002-01-27 19:50:42,2024-09-18 02:56:50
100600,100600,100600,3273.05,refund,incomplete,This above all: to t,2018-07-31 19:55:24,2018-04-22 19:04:06
100601,100601,100601,1726.50,credit,incomplete,Brevity is the soul ,2013-07-24 23:12:47,2022-12-12 21:59:32
100602,100602,100602,2030.53,refund,incomplete,The king's name is a,2003-02-02 00:19:10,2006-11-22 15:14:27
100603,100603,100603,8924.07,credit,complete,Tempt not a desperat,2011-08-02 02:20:33,2019-07-04 07:11:34
100604,100604,100604,2733.85,debit,complete,An honest tale speed,2015-03-12 10:02:18,2011-01-25 16:39:00
100605,100605,100605,220.43,refund,complete,Neither a borrower n,2010-12-17 03:48:15,2009-08-01 07:30:27
100606,100606,100606,4429.15,debit,incomplete,The play 's the thin,2003-03-26 16:12:33,2018-09-28 22:04:55
100607,100607,100607,5950.33,credit,incomplete,For ever and a day.,2021-07-22 04:58:55,2000-10-19 05:44:39
100608,100608,100608,1900.29,debit,complete,Off with his head!,2022-11-27 14:56:38,2013-06-04 11:11:38
100609,100609,100609,6923.15,debit,complete,True is it that we h,2018-02-17 15:37:23,2022-10-13 07:46:52
100610,100610,100610,9038.67,refund,complete,Off with his head!,2013-04-11 13:52:59,2001-08-07 04:55:45
100611,100611,100611,2353.15,debit,incomplete,The fool doth think ,2017-09-01 14:10:55,2006-06-23 23:17:58
100612,100612,100612,320.01,credit,complete,O! she doth teach th,2002-02-22 08:56:15,2024-04-28 10:57:42
100613,100613,100613,6339.79,refund,incomplete,Can one desire too m,2003-07-07 03:16:07,2013-02-15 21:09:37
100614,100614,100614,8944.12,debit,incomplete,"See, how she leans h",2019-07-25 23:05:47,2013-03-13 09:16:11
100615,100615,100615,9653.88,refund,incomplete,"And it must follow, ",2014-03-20 17:08:25,2002-04-05 16:17:01
100616,100616,100616,1029.62,credit,incomplete,Do you think I am ea,2021-10-24 07:09:48,2014-01-29 18:28:25
100617,100617,100617,1297.85,refund,complete,Now is the winter of,2016-04-11 02:41:37,2024-07-21 02:20:30
100618,100618,100618,8909.33,refund,complete,For you and I are pa,2008-06-26 12:47:28,2023-05-18 13:30:43
100619,100619,100619,1972.82,credit,incomplete,There is nothing eit,2017-02-27 22:15:36,2014-04-14 20:40:44
100620,100620,100620,1725.82,credit,complete,O! she doth teach th,2017-06-02 10:50:17,2022-05-19 23:25:42
100621,100621,100621,5773.09,credit,complete,An honest tale speed,2003-02-01 13:09:49,2021-09-26 11:52:25
100622,100622,100622,3267.50,refund,incomplete,The fool doth think ,2021-05-03 11:35:19,2023-12-17 20:43:52
100623,100623,100623,6369.80,refund,incomplete,The lady doth protes,2005-12-27 16:59:05,2015-07-10 04:02:20
100624,100624,100624,9308.40,refund,incomplete,"And it must follow, ",2025-04-24 18:10:59,2018-03-11 04:10:39
100625,100625,100625,4023.58,debit,complete,The king's name is a,2012-05-25 15:42:34,2003-03-26 10:54:40
100626,100626,100626,5019.63,refund,complete,"So wise so young, th",2024-09-24 00:02:27,2009-10-04 05:27:40
100627,100627,100627,2022.36,credit,incomplete,All the world 's a s,2025-07-14 21:12:48,2002-09-17 03:26:01
100628,100628,100628,6613.97,debit,complete,Doubt that the sun d,2002-08-10 06:11:51,2012-12-19 03:46:42
100629,100629,100629,7772.93,credit,incomplete,How bitter a thing i,2006-05-22 09:41:39,2023-04-06 04:34:38
100630,100630,100630,5979.98,debit,incomplete,True is it that we h,2008-05-08 10:59:31,2002-11-21 13:23:40
100631,100631,100631,9635.85,debit,complete,"See, how she leans h",2002-01-21 20:28:56,2007-01-14 15:08:37
100632,100632,100632,7278.13,refund,incomplete,"So wise so young, th",2018-10-17 17:30:07,2020-06-08 20:35:04
100633,100633,100633,5693.45,refund,complete,In my mind's eye.,2005-01-20 04:29:16,2024-09-12 18:31:16
100634,100634,100634,6332.98,debit,incomplete,Can one desire too m,2023-06-28 11:23:17,2019-08-28 16:18:15
100635,100635,100635,2645.91,debit,complete,"So wise so young, th",2025-04-01 06:18:27,2004-02-22 16:08:27
100636,100636,100636,7095.44,refund,complete,It seems she hangs u,2018-01-09 13:14:28,2018-11-14 04:26:02
100637,100637,100637,9762.36,credit,complete,It seems she hangs u,2011-03-11 13:02:32,2019-03-01 07:40:19
100638,100638,100638,804.24,debit,complete,In my mind's eye.,2002-03-19 06:02:52,2004-01-13 13:59:15
100639,100639,100639,4752.06,refund,complete,"And it must follow, ",2002-01-08 21:39:34,2023-08-06 07:03:23
100640,100640,100640,7990.98,credit,incomplete,I like this place an,2022-06-01 01:54:27,2010-04-01 16:10:12
100641,100641,100641,1198.89,debit,complete,I like this place an,2014-04-14 16:26:38,2005-07-04 02:11:16
100642,100642,100642,7798.39,credit,incomplete,Rich gifts wax poor ,2005-09-18 18:20:10,2015-04-30 15:57:22
100643,100643,100643,4112.41,credit,complete,How bitter a thing i,2014-11-11 00:24:15,2016-04-29 14:14:59
100644,100644,100644,3773.53,credit,incomplete,Off with his head!,2019-07-08 03:04:34,2024-01-26 03:02:46
100645,100645,100645,4637.20,debit,complete,Can one desire too m,2011-12-30 09:27:31,2005-06-25 20:18:31
100646,100646,100646,7319.48,debit,incomplete,An honest tale speed,2018-07-12 12:38:23,2006-08-26 04:22:56
100647,100647,100647,3132.86,credit,incomplete,Can one desire too m,2025-02-18 20:57:36,2025-08-21 05:37:18
100648,100648,100648,5209.85,debit,complete,This above all: to t,2013-09-19 13:56:50,2002-11-13 18:41:06
100649,100649,100649,2950.27,debit,incomplete,In my mind's eye.,2002-02-13 22:48:01,2023-05-10 19:50:09
100650,100650,100650,3265.12,credit,incomplete,The fool doth think ,2015-10-14 17:52:50,2007-05-30 10:54:52
100651,100651,100651,4200.18,refund,complete,O! she doth teach th,2013-03-25 15:06:49,2011-03-30 00:40:26
100652,100652,100652,5641.03,credit,incomplete,Now is the winter of,2001-01-27 10:20:19,2009-04-09 18:05:27
100653,100653,100653,6711.54,refund,complete,True is it that we h,2016-05-21 04:48:12,2022-09-06 23:24:52
100654,100654,100654,5773.33,refund,incomplete,All the world 's a s,2013-06-02 13:28:29,2021-02-04 02:47:07
100655,100655,100655,5937.02,refund,incomplete,"It is the east, and ",2004-03-20 11:51:24,2014-03-15 19:02:08
100656,100656,100656,7356.11,debit,incomplete,"See, how she leans h",2021-06-29 18:29:18,2021-09-05 13:13:48
100657,100657,100657,1666.48,refund,complete,All the world 's a s,2002-01-19 00:04:24,2003-08-17 12:36:57
100658,100658,100658,9701.54,refund,complete,Tempt not a desperat,2002-04-25 04:26:50,2012-01-02 01:20:46
100659,100659,100659,1597.67,credit,incomplete,The play 's the thin,2023-09-15 06:57:34,2009-11-12 20:56:36
100660,100660,100660,3244.60,refund,incomplete,The play 's the thin,2009-02-16 00:39:04,2002-08-21 02:43:14
100661,100661,100661,4783.04,refund,complete,"See, how she leans h",2025-02-05 02:18:41,2017-01-11 10:10:23
100662,100662,100662,6030.02,refund,complete,A horse! a horse! my,2022-06-26 02:32:41,2001-12-22 05:02:20
100663,100663,100663,1077.18,debit,complete,An honest tale speed,2002-11-19 06:44:36,2006-09-22 01:37:48
100664,100664,100664,7869.13,refund,complete,Brevity is the soul ,2018-09-23 09:04:59,2020-12-04 11:23:30
100665,100665,100665,4460.02,refund,incomplete,"Blow, blow, thou win",2004-12-26 12:31:49,2015-06-28 09:49:38
100666,100666,100666,4007.43,refund,complete,Brevity is the soul ,2007-06-14 13:37:41,2017-04-30 23:43:53
100667,100667,100667,672.16,credit,incomplete,Conscience is but a ,2018-12-26 23:18:02,2021-08-04 01:20:44
100668,100668,100668,7030.40,credit,incomplete,Now is the winter of,2022-01-29 23:51:33,2016-07-10 21:28:06
100669,100669,100669,3294.48,credit,incomplete,The fool doth think ,2021-03-08 20:00:37,2007-01-26 16:31:33
100670,100670,100670,3194.06,credit,incomplete,An honest tale speed,2002-01-31 09:03:20,2004-01-24 12:59:00
100671,100671,100671,210.48,credit,incomplete,Doubt that the sun d,2025-04-26 09:59:03,2006-05-11 14:10:59
100672,100672,100672,5141.58,credit,complete,"See, how she leans h",2005-02-24 08:34:06,2013-12-13 13:17:56
100673,100673,100673,2444.20,refund,complete,True is it that we h,2021-06-17 11:04:01,2003-05-03 23:22:37
100674,100674,100674,6208.75,refund,complete,"So wise so young, th",2008-10-22 14:48:26,2017-02-06 09:49:29
100675,100675,100675,5457.67,debit,complete,All the world 's a s,2015-06-09 12:18:29,2011-08-11 08:21:39
100676,100676,100676,5285.11,refund,complete,Neither a borrower n,2017-06-11 14:30:10,2025-07-25 08:01:09
100677,100677,100677,5068.28,refund,complete,Though this be madne,2016-11-04 13:53:42,2022-11-19 20:03:31
100678,100678,100678,4948.34,credit,complete,That it should come ,2015-05-08 13:20:42,2001-01-25 08:02:37
100679,100679,100679,4811.73,debit,complete,There is nothing eit,2006-05-26 00:19:38,2005-08-24 21:33:43
100680,100680,100680,7694.65,credit,incomplete,An honest tale speed,2015-08-25 06:17:48,2019-11-22 18:59:28
100681,100681,100681,2589.04,debit,complete,It seems she hangs u,2006-03-28 13:33:16,2008-07-06 22:30:38
100682,100682,100682,5323.88,credit,incomplete,A little more than k,2016-04-13 13:37:58,2022-08-27 14:29:33
100683,100683,100683,3213.84,refund,incomplete,Doubt that the sun d,2009-11-09 15:19:00,2023-03-21 11:38:23
100684,100684,100684,8586.28,refund,complete,"To be, or not to be:",2005-12-11 06:17:59,2016-12-22 03:05:50
100685,100685,100685,1590.32,credit,complete,"Blow, blow, thou win",2008-04-01 20:49:29,2023-10-17 23:14:01
100686,100686,100686,8145.79,debit,incomplete,A horse! a horse! my,2020-08-03 03:01:34,2022-05-16 14:07:43
100687,100687,100687,2930.93,credit,incomplete,A little more than k,2010-08-22 06:38:32,2014-07-24 21:45:55
100688,100688,100688,2757.09,refund,complete,A horse! a horse! my,2001-11-17 13:11:35,2021-05-13 21:45:13
100689,100689,100689,1052.29,debit,incomplete,O! she doth teach th,2001-09-08 08:55:34,2025-06-23 18:21:36
100690,100690,100690,6690.43,credit,incomplete,"O Romeo, Romeo! wher",2022-10-31 05:51:41,2013-10-29 17:13:39
100691,100691,100691,407.39,credit,incomplete,True is it that we h,2009-02-18 16:06:05,2012-12-04 11:41:16
100692,100692,100692,176.23,credit,complete,Conscience is but a ,2009-03-30 22:14:00,2023-04-16 05:20:54
100693,100693,100693,9319.92,credit,complete,What's in a name? Th,2023-06-15 12:54:09,2006-10-20 00:44:59
100694,100694,100694,4693.61,debit,incomplete,The play 's the thin,2019-07-06 06:16:38,2004-04-22 04:30:09
100695,100695,100695,736.40,credit,complete,The king's name is a,2020-08-21 17:38:28,2002-03-24 18:05:12
100696,100696,100696,8912.37,debit,complete,"So wise so young, th",2004-08-30 21:37:44,2020-02-16 07:50:58
100697,100697,100697,7712.35,debit,incomplete,Now is the winter of,2020-02-10 20:49:01,2005-07-01 15:16:35
100698,100698,100698,2041.70,debit,complete,"Good Night, Good nig",2001-12-27 05:44:17,2008-06-29 09:23:44
100699,100699,100699,6467.45,credit,complete,Wisely and slow; the,2001-02-09 13:58:26,2016-02-07 13:39:30
100700,100700,100700,4173.36,debit,incomplete,I will speak daggers,2004-07-19 15:31:28,2012-04-21 20:21:31
100701,100701,100701,3002.24,credit,complete,"See, how she leans h",2009-02-27 18:40:51,2016-01-18 00:49:59
100702,100702,100702,9269.22,credit,complete,"So wise so young, th",2002-11-10 04:06:14,2020-01-19 13:09:06
100703,100703,100703,5445.36,refund,complete,"Good Night, Good nig",2024-12-03 23:50:09,2011-02-20 17:42:48
100704,100704,100704,5977.82,credit,incomplete,Off with his head!,2001-11-02 11:17:10,2021-09-25 15:02:37
100705,100705,100705,4129.42,credit,complete,Wisely and slow; the,2023-11-02 02:20:40,2024-02-22 12:51:11
100706,100706,100706,6121.85,credit,complete,"And it must follow, ",2016-07-23 04:02:21,2011-03-03 07:52:45
100707,100707,100707,3166.67,credit,incomplete,True is it that we h,2005-12-14 10:53:59,2012-03-10 03:45:24
100708,100708,100708,6035.19,refund,incomplete,The world is grown s,2022-08-10 03:09:11,2000-08-22 22:35:02
100709,100709,100709,9459.90,credit,incomplete,O! she doth teach th,2023-04-07 21:15:07,2009-04-01 02:08:14
100710,100710,100710,3906.91,debit,incomplete,The king's name is a,2011-04-16 14:25:32,2021-11-04 13:37:28
100711,100711,100711,8743.36,refund,incomplete,Neither a borrower n,2013-01-13 04:50:05,2010-05-09 20:21:44
100712,100712,100712,7779.91,refund,incomplete,This above all: to t,2014-09-06 10:02:43,2001-06-29 09:39:44
100713,100713,100713,9661.66,credit,incomplete,True is it that we h,2009-05-07 18:29:56,2003-03-08 08:44:37
100714,100714,100714,6128.78,credit,complete,How bitter a thing i,2020-08-04 15:53:45,2009-06-30 19:05:14
100715,100715,100715,9979.37,credit,complete,Tempt not a desperat,2023-06-14 20:33:09,2007-10-09 13:57:08
100716,100716,100716,2186.89,debit,incomplete,For ever and a day.,2009-05-22 06:48:36,2005-09-29 04:06:52
100717,100717,100717,7840.27,debit,complete,"So wise so young, th",2015-03-04 16:19:43,2012-08-02 11:28:02
100718,100718,100718,6994.26,debit,complete,True is it that we h,2006-02-05 11:34:37,2005-06-22 22:19:52
100719,100719,100719,2294.15,credit,complete,Brevity is the soul ,2012-05-06 00:49:36,2020-04-28 22:56:13
100720,100720,100720,5989.72,credit,complete,I like this place an,2022-05-22 03:25:06,2017-03-26 13:46:00
100721,100721,100721,2962.76,debit,complete,I will speak daggers,2010-03-23 03:59:00,2023-03-06 10:40:23
100722,100722,100722,2773.89,refund,complete,A horse! a horse! my,2011-02-10 12:25:38,2015-06-29 09:03:56
100723,100723,100723,8268.54,credit,incomplete,Now is the winter of,2002-02-22 08:45:41,2009-06-19 14:54:02
100724,100724,100724,8229.66,refund,complete,I like this place an,2022-11-05 20:52:05,2010-10-31 23:25:06
100725,100725,100725,4794.96,credit,incomplete,An honest tale speed,2023-10-27 06:50:15,2016-10-10 20:17:26
100726,100726,100726,6717.43,refund,complete,A horse! a horse! my,2014-10-22 10:47:07,2018-06-04 07:31:42
100727,100727,100727,9441.57,debit,complete,Conscience is but a ,2025-02-11 06:28:53,2014-04-15 13:00:29
100728,100728,100728,5682.61,debit,incomplete,"When sorrows come, t",2023-02-06 07:32:39,2021-01-25 12:24:48
100729,100729,100729,8587.54,refund,complete,Rich gifts wax poor ,2009-11-06 20:12:27,2004-04-11 01:27:45
100730,100730,100730,4247.69,credit,complete,I like this place an,2011-05-20 09:30:42,2014-11-23 19:10:06
100731,100731,100731,9653.04,debit,complete,Though this be madne,2003-06-21 00:47:17,2019-03-15 16:55:11
100732,100732,100732,7642.80,credit,incomplete,In my mind's eye.,2010-12-24 20:51:02,2010-03-07 00:26:01
100733,100733,100733,5568.20,debit,complete,"Blow, blow, thou win",2001-07-19 13:07:02,2010-06-06 13:44:03
100734,100734,100734,1494.39,credit,complete,For you and I are pa,2007-03-09 05:50:50,2023-11-04 03:11:14
100735,100735,100735,9705.04,credit,complete,All the world 's a s,2023-07-02 01:58:29,2022-02-18 21:14:41
100736,100736,100736,5786.26,credit,incomplete,The lady doth protes,2020-06-01 02:22:33,2020-05-22 11:54:54
100737,100737,100737,932.17,debit,complete,I like this place an,2005-07-04 16:41:00,2007-12-02 11:46:57
100738,100738,100738,6880.35,refund,incomplete,O! she doth teach th,2025-06-25 13:42:20,2014-12-04 15:21:23
100739,100739,100739,6406.74,credit,incomplete,"To be, or not to be:",2014-01-26 00:20:53,2005-01-27 17:26:41
100740,100740,100740,5393.65,credit,incomplete,This above all: to t,2019-09-19 18:44:44,2008-07-03 18:22:38
100741,100741,100741,4470.54,refund,complete,For ever and a day.,2017-08-30 22:49:46,2004-04-08 06:14:27
100742,100742,100742,2435.09,credit,incomplete,Can one desire too m,2017-11-04 03:18:18,2004-03-12 12:13:53
100743,100743,100743,5170.20,refund,complete,For you and I are pa,2011-01-09 00:20:29,2019-09-17 23:59:04
100744,100744,100744,81.06,refund,incomplete,"Good Night, Good nig",2015-02-28 12:58:33,2013-03-07 03:18:06
100745,100745,100745,235.56,refund,incomplete,Off with his head!,2014-08-20 08:26:26,2024-08-22 06:26:49
100746,100746,100746,8786.29,refund,complete,The world is grown s,2006-10-20 08:15:08,2000-08-26 00:21:29
100747,100747,100747,4241.02,debit,complete,I like this place an,2008-05-21 06:52:04,2008-08-14 10:02:33
100748,100748,100748,3369.43,refund,incomplete,Can one desire too m,2014-06-26 22:45:24,2023-10-28 20:42:17
100749,100749,100749,714.52,refund,incomplete,In my mind's eye.,2017-08-27 23:38:21,2000-10-18 08:46:05
100750,100750,100750,5367.67,refund,complete,That it should come ,2020-06-11 10:33:00,2019-05-18 04:11:57
